id,price,goals_conceded,price_fall,yellow_card,min_per_goal,min_per_assist
302.0,45.0,0.0,50.0,20.0,0.0,0.0
303.0,66.0,160.0,40.0,80.0,27.23333333333333,163.4
304.0,45.0,50.0,50.0,60.0,97.2,48.6
305.0,44.0,140.0,60.0,60.0,131.4,131.4
306.0,50.0,180.0,50.0,40.0,198.0,198.0
307.0,56.0,160.0,90.0,40.0,133.4,133.4
308.0,60.0,70.0,50.0,20.0,137.8,68.9
309.0,48.0,120.0,70.0,40.0,92.8,92.8
310.0,44.0,0.0,60.0,20.0,0.0,0.0
311.0,45.0,0.0,50.0,20.0,0.0,0.0
312.0,45.0,0.0,50.0,20.0,13.8,13.8
313.0,45.0,10.0,50.0,20.0,25.6,25.6
314.0,40.0,0.0,50.0,40.0,3.8,3.8
315.0,40.0,20.0,50.0,20.0,18.2,18.2
316.0,45.0,0.0,50.0,20.0,0.0,0.0
317.0,45.0,0.0,50.0,20.0,8.0,4.0
318.0,44.0,0.0,60.0,20.0,0.0,0.0
319.0,44.0,0.0,60.0,20.0,0.0,0.0
320.0,40.0,0.0,50.0,20.0,0.0,0.0
321.0,45.0,0.0,50.0,20.0,0.0,0.0
322.0,49.0,10.0,60.0,60.0,73.0,36.5
323.0,50.0,110.0,50.0,40.0,81.7,54.46666666666666
324.0,44.0,0.0,60.0,20.0,0.0,0.0
325.0,50.0,90.0,50.0,20.0,144.0,144.0
326.0,53.0,10.0,70.0,20.0,39.4,19.7
327.0,59.0,0.0,60.0,20.0,0.0,0.0
328.0,58.0,40.0,70.0,20.0,51.6,25.8
329.0,88.0,60.0,70.0,20.0,14.680000000000001,36.7
330.0,67.0,110.0,30.0,20.0,198.0,99.0
331.0,119.0,110.0,60.0,20.0,26.085714285714282,91.3
332.0,60.0,110.0,50.0,20.0,180.0,180.0
333.0,54.0,90.0,60.0,60.0,55.8,55.8
334.0,130.0,110.0,0.0,40.0,18.0,22.0
335.0,70.0,110.0,50.0,60.0,137.6,68.8
336.0,49.0,0.0,60.0,20.0,1.6,3.2
337.0,51.0,0.0,90.0,40.0,2.6,2.6
338.0,77.0,90.0,30.0,40.0,78.3,31.32
339.0,47.0,10.0,80.0,20.0,2.6,2.6
340.0,50.0,0.0,50.0,20.0,24.2,36.3
341.0,75.0,60.0,50.0,40.0,27.080000000000002,67.7
342.0,42.0,0.0,80.0,20.0,0.0,0.0
343.0,44.0,0.0,60.0,20.0,18.0,18.0
344.0,51.0,20.0,90.0,20.0,54.0,54.0
345.0,50.0,60.0,50.0,20.0,32.0,32.0
346.0,39.0,0.0,60.0,40.0,60.0,30.0
347.0,39.0,0.0,60.0,20.0,1.4,0.7
348.0,44.0,0.0,60.0,20.0,0.0,0.0
349.0,40.0,0.0,50.0,20.0,0.0,0.0
350.0,53.0,10.0,70.0,20.0,49.8,49.8
351.0,45.0,0.0,50.0,20.0,0.0,0.0
352.0,45.0,0.0,50.0,20.0,0.0,0.0
353.0,77.0,30.0,80.0,40.0,73.8,49.2
354.0,55.0,50.0,50.0,40.0,153.0,153.0
355.0,72.0,10.0,80.0,40.0,39.46666666666667,118.4
356.0,119.0,40.0,60.0,20.0,30.0,90.0
357.0,53.0,10.0,70.0,20.0,42.2,42.2
358.0,53.0,10.0,70.0,20.0,15.6,15.6
359.0,86.0,20.0,90.0,20.0,17.266666666666666,25.9
360.0,106.0,30.0,90.0,20.0,37.5,75.0
361.0,65.0,50.0,0.0,80.0,195.4,39.08
362.0,60.0,60.0,50.0,60.0,180.0,180.0
363.0,48.0,10.0,70.0,20.0,54.0,54.0
364.0,55.0,50.0,50.0,80.0,65.7,131.4
365.0,45.0,0.0,50.0,20.0,18.0,18.0
366.0,71.0,50.0,40.0,80.0,42.4,56.53333333333334
367.0,61.0,60.0,40.0,60.0,183.6,91.8
368.0,87.0,50.0,30.0,20.0,51.0,25.5
369.0,53.0,0.0,70.0,20.0,11.2,11.2
370.0,83.0,50.0,20.0,20.0,27.7,36.93333333333333
371.0,55.0,50.0,50.0,60.0,81.0,162.0
372.0,67.0,10.0,80.0,20.0,20.2,30.3
373.0,48.0,20.0,70.0,20.0,36.8,36.8
374.0,45.0,0.0,50.0,20.0,4.4,4.4
375.0,48.0,0.0,70.0,20.0,0.0,0.0
376.0,45.0,0.0,50.0,20.0,0.0,0.0
377.0,39.0,0.0,60.0,20.0,0.0,0.0
378.0,40.0,0.0,50.0,20.0,0.0,0.0
379.0,40.0,0.0,50.0,20.0,0.0,0.0
380.0,45.0,0.0,50.0,20.0,0.0,0.0
381.0,40.0,0.0,50.0,20.0,0.0,0.0
382.0,84.0,10.0,60.0,20.0,21.0,42.0
383.0,50.0,170.0,50.0,20.0,198.0,198.0
384.0,45.0,40.0,50.0,20.0,58.2,19.4
385.0,75.0,100.0,50.0,100.0,126.2,15.775
386.0,54.0,150.0,60.0,80.0,175.2,175.2
387.0,49.0,120.0,60.0,100.0,76.0,152.0
388.0,52.0,160.0,80.0,100.0,183.0,91.5
389.0,68.0,20.0,70.0,20.0,4.2,12.6
390.0,117.0,170.0,80.0,80.0,37.6,47.0
391.0,76.0,10.0,90.0,20.0,15.2,30.4
392.0,50.0,0.0,50.0,20.0,3.4,3.4
393.0,48.0,0.0,70.0,20.0,0.0,0.0
394.0,94.0,80.0,60.0,20.0,8.533333333333333,25.6
395.0,57.0,0.0,80.0,20.0,3.0,3.0
396.0,48.0,150.0,70.0,40.0,130.6,43.53333333333333
397.0,54.0,120.0,60.0,20.0,124.6,124.6
398.0,49.0,20.0,60.0,20.0,9.0,9.0
399.0,52.0,170.0,80.0,60.0,198.0,198.0
400.0,74.0,140.0,60.0,40.0,31.8,79.5
401.0,48.0,0.0,70.0,20.0,0.0,0.0
402.0,89.0,30.0,110.0,20.0,68.2,68.2
403.0,40.0,0.0,50.0,20.0,0.0,0.0
404.0,44.0,10.0,60.0,40.0,17.0,17.0
405.0,50.0,0.0,50.0,20.0,0.0,0.0
406.0,48.0,0.0,70.0,20.0,0.0,0.0
407.0,55.0,40.0,50.0,20.0,108.0,54.0
408.0,124.0,150.0,60.0,60.0,25.72,64.3
409.0,58.0,140.0,70.0,20.0,117.6,117.6
410.0,53.0,50.0,70.0,60.0,38.0,38.0
411.0,49.0,240.0,60.0,100.0,198.0,99.0
412.0,44.0,190.0,60.0,60.0,160.6,80.3
413.0,45.0,120.0,50.0,40.0,126.0,126.0
414.0,44.0,0.0,60.0,20.0,0.0,0.0
415.0,73.0,140.0,70.0,80.0,23.52,117.6
416.0,48.0,20.0,70.0,20.0,5.9,11.8
417.0,53.0,30.0,70.0,20.0,39.6,19.8
418.0,44.0,170.0,60.0,100.0,144.0,144.0
419.0,53.0,0.0,70.0,20.0,4.2,4.2
420.0,45.0,0.0,50.0,20.0,0.0,0.0
421.0,40.0,130.0,50.0,60.0,58.5,39.0
422.0,43.0,90.0,70.0,20.0,72.6,36.3
423.0,49.0,110.0,60.0,60.0,41.8,27.866666666666667
424.0,43.0,40.0,70.0,60.0,36.0,36.0
425.0,45.0,190.0,50.0,80.0,83.1,166.2
426.0,68.0,240.0,20.0,40.0,65.33333333333334,49.0
427.0,52.0,190.0,80.0,40.0,139.0,139.0
428.0,45.0,180.0,50.0,40.0,70.5,141.0
429.0,58.0,130.0,70.0,60.0,102.6,51.3
430.0,43.0,10.0,70.0,20.0,1.2,1.2
431.0,45.0,0.0,50.0,20.0,0.0,0.0
432.0,43.0,110.0,70.0,20.0,87.4,87.4
433.0,45.0,120.0,50.0,20.0,72.0,72.0
434.0,40.0,0.0,50.0,20.0,0.0,0.0
435.0,45.0,0.0,50.0,20.0,0.0,0.0
436.0,45.0,0.0,50.0,20.0,0.0,0.0
437.0,44.0,130.0,60.0,20.0,69.6,69.6
438.0,40.0,130.0,50.0,60.0,98.0,98.0
439.0,40.0,0.0,50.0,20.0,0.0,0.0
440.0,45.0,260.0,50.0,20.0,198.0,198.0
441.0,58.0,240.0,70.0,40.0,45.95,183.8
442.0,50.0,0.0,50.0,20.0,0.0,0.0
443.0,44.0,70.0,60.0,20.0,49.6,49.6
444.0,49.0,210.0,60.0,40.0,171.0,171.0
445.0,44.0,250.0,60.0,40.0,179.4,179.4
446.0,49.0,0.0,60.0,20.0,0.0,0.0
447.0,44.0,0.0,60.0,20.0,0.0,0.0
448.0,54.0,0.0,60.0,20.0,0.0,0.0
449.0,52.0,30.0,80.0,20.0,41.2,41.2
450.0,44.0,0.0,60.0,20.0,0.0,0.0
451.0,53.0,120.0,70.0,60.0,62.6,62.6
